,user_id,actual,predicted_ranking,precision
510,648,"[  831937   922961   961620   995876  1074271 12988031   901315 12301404
 12428016   895540   907099  1042628  1050229  1077490 15716719  1111080
   820165   829645   854852   875217   903325   903800   925112   934156
   963690   976898   991951   995785  1009368  1013513  1033220  1039306
  1119051  6904786 15629817  1081177  5591611  1118393   835595   836823
   845955   854716   862854   879677   897907   904480   948284   973916
   979707   987838   989101  1003638  1019643  1051516  1051706  1068562
  1082185  1103839  7169034  9297319 16058672]","[ 1015474  1104349   914753  1060292  1102829   991592   946244  9653714
  5567057   913278 13158064   948640   970028  5566717 13910163  1126045
   857540   835796  5568197 12731544   942525 13158992   907418  1131625
  5568489  1021324   926763 13072850   862671  1117219 10456623  9527558
  1036093  9570062  7166861   829001   862860  1134810  1075514  1075282
   971896  9831469   979551   876669   962717  1055403   868909   924967
   906026  6904666]",0.6
511,650,[1473658 1582467 1499569 1678776],"[  902640  1090317  9392700   959482 10456625  1009732  5568072   916990
  8293440  9677466  6534078  1117219  9553170  1124732   843418  1015280
  1121656   830202  6514287   923169  1021715  5569993   871680   985605
  1088414   822225  1076516  1037332  6704207  8293343  6514259 12352364
   834932 12427353  1131382   957938   854354 12301051  6552438   961447
   918598   822524   911545  1134633  1053628   982790  1058404 10457044
  9677690   964221]",0.6
512,652,"[  826249   832678   840361   842368   843171   844165   866227   882496
   883404   887526   928049   943076   974179   977499   995242  1005609
  1010029  1022003  1065593  1084331  1094474  6424472 13213075 15926844
 15926863   831587   837103   845052   890610   920844   931860   956125
   982984  1013407  1065061  1067695  1081177  1082185  1101932  1127885
  5591038  9419470  9420068   824193   862139   869577   870211   879152
   919406   928123   945499  1038217 13511556]","[  950206   999613   995916   882308 13115407   906335  1129082   849018
 13213202   833940  1128206  1094723  1096728   829722  5564526   972437
  1021519  1121321   992151   907002   831557  7025094   846502  1029688
   903183   924531   985605  1112242  1091520   973135  8358933 12757316
  1120559  1104649   949294  1021116  1090793   825006  5590613   884945
  5587656 12302069   961979  1014948   865174   998119  1137346  1027168
   859191   849202]",0.6
513,653,"[ 6533889   828114   858711   878637   884344   898980   899624   917438
   922651   941734   943030   951793   976864   981760   985634   987562
   995242  1000664  1002558  1018397  1023979  1043590  1067443  1094619
  1112766  1113141  1122732  1131974  1132231  1133893  5567148  5569471
  6513658  9553031 12670071 12695224 12731425 14025694   836043   883732
   897837   919516 10457471 12263627 12648774 15831018 15831422 15831434
   825970   826249   857503   860776   868683   900418   903350   920971
   930486   934676   946273   952972   953339   955288   957063   963971
   968417   971852   972515   977559   979707   992922   995233  1042702
  1046262  1051001  1057365  1058997  1060388  1065662  1068343  1075786
  1076161  1102845  1111072  1117514  1123436  5591814  8065410  8181282
  8273950  8290587  9296795 10457112 12301100 12324841 15927215  6534178]","[  992650  1112405   891415   902377  1022066  1048237  1069003  6464147
   985055  1012801   956274  1068957  1008400   822049  1135468   890269
   843464   826842  1028230 12731466  1111818  1015597   991592  1056267
  1033857   882604   862854   906611 12524016   837005   936914  6552862
   960942   891134   930283 12731517   920070   836445   898869   855626
  1132178   819308  1137218  1000736  5569172   905087  1125199   910095
  1057168   862754]",0.6
514,654,"[  840173   843338  1065593  1077555  1082185   878837  1005902  1034176
  1081293  1104146   864893   883404   896444  1039589 13876665 15926886
   878739   948420  1038217 12781914 13906634  1027569  1031833  1056509]","[ 6704415  7441668   897083   841584   914577  1060318  7024847  6979545
  6424460  9677620   896666  5569374  1073426 10150194   865026  1109014
  1100049   898121   925863  1039360   879876   981374   862725   914012
   872530   886395  1044153  1005274   859987  5569615   971807  9834742
  1134473   900586  1119454  1113164  1076769   945435   948468   949257
   891837   979674  1023196  1056492  1019389  1024731   928585  5570882
  1009187   911454]",0.6
515,655,"[  848319   957232  1033615  1066716   933841   822860   834842   837579
   843346   845262   850102   857849   865456   868015   870547   871756
   878285   883404   888404   896862   907014   919534   921288   954351
   971962   981760   995785   999270  1008032  1014116  1015983  1029743
  1032549  1044759  1048373  1050310  1050686  1052912  1058021  1063907
  1075032  1082185  1103691  1117066  1130850  1131974  1138953  5568732
  5569230  5569845  5591083  5591538  8175769 12301504 12301822 12385477
 12731544 13416937 13944371 14025057 15831255   995628  1129728   999747
  1021560  7152614 10456474  1087102  1124971   836181   847487   905539
   911614   986947  1028816  1051211  1070015  1076161  6533236   825670
   851343   857773   863447   866211   881101   885697   894499   905913
   910032   937292   939608   947858   957063   991025   994685   994928
   997796  1004341  1005172  1009187  1014458  1026346  1029125  1044078
  1064908  1069863  1071342  1073902  1090984  1094955  1095068  1096036
  1127025  1131344  1134522  5567901  5568489  5995129  6514160  9527159
  9677366 12263842 13672224 14077333 15596180 15596488 15716478 15830596
 17900997]","[  965772 13133916   871563  6533746  9296856  1007462   943349  1124732
  9392700  1088205 13213470  1119112   851146   896666  1054402   948640
  9655528  8090508 10309725  7410304  8019765  1116253  1035691  1012801
   869465   970028   834396   852600   946244   999090   958455   995226
  6514259   947427   949257   929363  7152889   951188   969941  1027372
  7169090 12755327   834158  1037089  9420181   987518   890695  1097909
   982469  1134738]",0.6
516,656,"[ 6534178   856772   926905   941741  1056621  5568758  5569230  9527289
  9881593  9884675 12384601]","[  848107   970160  1036930   835296   820923  1129174  1117219   879373
  5568732  1044487   923169   948640  6534201  1026235  1024319   851146
  1095944  1093490  9419888   867138  1055403  6552318   997479 12781777
  1138467   964520  5570109  1113274   891956  1048299   847374  1003799
  1014054  1107973  1115358   893867   978343  1115259  6514305   885582
  1118479  6979545   951213  1006906  1120275  1134152   991932   999625
   917407  9527323]",0.6
517,658,"[  849843   883404   959172  1070015 10254704 12263024   841266   844179
   863383   939383   981760   995242  1026586  1036426  1038462  1059080
  1123842  6463742 15926863   823990   901523  1038745  1051489 12810389
   871252]","[ 6391086  1105411   936914   880664  5568382 10150101  6391541   820582
  6391080  1121808  6464170   928589  1075275   993379 13072793  5566809
  7142937   969403  1097280   893729  1017195   928932  1085637  1063707
  1138423   892048   944141   884344  1023697  1086483   979505 12731466
  1075282   850564  6391494   869047   940090  1033857  8119000   868888
   983897   864805   995311   959830  8091550   846764  1012315  1122358
   847186   872060]",0.6
518,659,"[  861272   908318   940949   972794   989824  1011241  1017299  1021098
  1021519  1041259  1074499  1099653  1138189  5569845 10311548   819308
   819518   849996   858918   904236   915041   925862   929668   951590
   952172   968366  1020210  1037720  1054262  1075282  1097602  1114006
  1118006  1120362  1133018  5574108 12731724 13877226]","[ 5590965  7409845  6979753  1084587   956902  9655528  1038462  8020166
   871633   863762  1134736  1131625  6904613  1077600   874563 13039578
  9392700 13002975  5565802   950206   977508   981628  1013928  1075175
  1021225   939860  1097363   918638   832526   896666   961730   880469
  1096573  1138487  1069256  9706822  1070898  9420354  1023466  1122532
  8358933   930009  1060292  1091858   905636  1015597  1104349   835988
  6533878  1069863]",0.6
519,660,"[  954144   979523  1067795  1080723  5592284  5592461  6979061   892573
   933303   936924 12171656   923413  1042544  1058997   862010   916312
   953561   971922   982790  1096036  1106601  1118627  1126899  7167687
  8118506 17249638   823176   823530   832678   837167   837684   851675
   890620   912684   955043   965050   992150   995478  1021562  1032549
  1034949  1043787  1071342  1078440  1081177  1101706  1109192  9242397
 12988031 15801143 15925334 15926927 17903419]","[ 1036939   977374   903529  1134006  1104349   958647  1010308   950030
  1117219  1078666  7169090   938596  6632283 12487331  9553335  9553382
  1097382  5568445   953609  1061732   830935   879520   844697 13115579
  1096728   937928  1041177  5564948   819927  1131115  1021324   901344
   894627   987615  7152319  1066783   863632  1132445   822739  8011291
  8293426   852014   936846  1038985  1067695   841686   990656  1112242
  1118033   894360]",0.6
520,661,"[ 5569230 13158064   904359  1004596 13512040 17241439  1070272  1075337
  1089507 12185599   986912   960370  1008737   921068   827114   864969
   884896   890862   896862   899624   904813   908236   927860   947858
   950247   980666   981760   995242  1001827  1002130  1022757  1039287
  1044078  1055403  1068708  5568721  5573314  7462562  9527350 12262978
 12385340   831855   850961   937276   958382  1028960  1139207 10149863
  1088032 13007721  1110572]","[ 7409663  6534201  8090600   962967  5568072   894360  8090610   977927
  8090546   940090  1064213  9835619 12757425  1012514  1065979  5566235
  7168057  8177622   918598  9297106   908408   904521  9527329   833238
  1024998   897493  7025517   898869  1088414  1036661  1128399  6534030
 12810389   854900 12648296  1038985   827667   959272   912451   882190
  1118033  6442520  1037863  1035676   939860   892503  5568249   829852
   837304  1028953]",0.6
521,662,[1068291 1110843],"[ 1103476 12132648   826695 10285454  1138292  8019916  1122568   939860
   979505   894360   973890   864805  6553237  1086740  1082454   880168
  1023546  1022428   920900   968359   894124 10457518  1134152  5570109
  8358933   871061  1118481   909497  8068648   953609  7441498  5981267
 13775274   977374   937791 12525270   922281  7409999   949142  6552347
  1135195   861246   993685  1110244  9881593  1013826 12757425  5564948
  6554400   941532]",0.6
522,663,"[  852182   857849   866227   870735   899624   904375   940108   945779
   955370   961220   972229   974988   976955  1005609  1005861  1012873
  1058315  1075282  1075637  1081065  1088191  1113381  1126808  1128647
  1130858  1131974  6551990  9526313 12731432 13876801 16809471   918415
  1039840  5569041 13911642   920334   937439   979975  9885560  6602643
 13776801   897306   908088   916909   928486   948190  1041928  1062966
  1082185  1096728  1098066  9297055   850841   896611   949616  1051069
  1055646  1061417  1081177  1124729  1129537  1133072  1135768  5569230
  6514288]","[ 1124732  5565925 12731571  1059347  1106894  9392700   859426   982955
   947201   976335   889692  6632283  7467039  6704207   835988   937406
  8019916  1012701  1062572   884089   843558   834572   927508  1054539
  9297615   955854  1048237  1110695   939636   952408   862538  1106601
  7169090  1009732  5577022  1118481  1015474  1028995   821741   904833
   949784  1138596   877723  1091926  1069256  1068957   959179  1051394
  1067695   895478]",0.6
523,664,"[  826249   833025   903111   917277   937276   951590   999142  1013434
  1068719  1106523  1109352  1130286  9396770   822785   832207   850841
   882441   903529   932503   962118   964968   968936   971195   981086
  1025611  1029968  1043590  1075470  1098597  1114761  1128900  1132770
  6396071  6424472  6463775  9677615 12384365 13213107 14043816 14043817
 14043823 14043826 17827215]","[13008334 12731544   986021 10341234  1007512  1011457  1133312   947412
  5707857  1029743  1106523  5569230   916122   844179  1044078  1126899
  1070820  1127831   866211  1005186  8090521   878996  8090537  5569471
  1004906   854852   899624   986912   933835  1075368  6533765  1081177
  6034857  5585510   965267   834117   940947   983584 12810393   913210
   874972  5569845  5568378   999858   908318   985999   901062  1040807
  1018740  1110843]",0.6
524,665,[  986912 12263083],"[ 5707857  1029743  1106523  5569230   916122   844179  1044078  1126899
  1070820  1127831   866211  1005186  8090521   878996  8090537  5569471
  1004906   854852   899624   986912   933835  1075368  6533765  1081177
  6034857  5585510   965267   834117   940947   983584 12810393   913210
   874972  5569845  5568378   999858   908318   985999   901062  1040807
  1018740  1110843   951412  1101010  1105488  1037840   880150  1043751
   857503  1122358]",0.6
525,666,"[10149032  1134669   998556  1032497   873203   914190   918086  1043590
  1077490  5592261]","[  939789   897671  1057168   897083   909249  9420177   919963   927277
   974250  9655676   974766   852572  6533746   866043  1069609   834662
  1053489   903454 13186440  1131382 10456152  8019273  6552130  1053628
  6533333   837569  1057350   956672  1130729   849003  1077745   987234
   922092  1069003  1037417  6464166   959172   914188  1082212  9546982
   957411 13039424  5564901  8357613  1137344 10344585 13877192   885290
   991223   998352]",0.6
526,667,"[  823758   971276  1022003  1037863  1056746  1082185  1105917  6463729
 12731432 13877039 15971967 10284916 10284955   827175   904092   906262
   940631   960763   997979  1048068  1058997  1068719  1115529  1130319
  9527309 13876654   977607  1043590  1058554  1108092 15971934   820347
   838733   890610   909086   945909  1007191  1093030  1118393  1133018
  6772771 12731808   836445   849843   995242  1013321  1061487  1132911
 16769464]","[  856818  1048727 10198378  1037840   990869 12484491   891505   983959
  1057168  9488065   837495   825317   866158  1076769  1115971 12731621
  1097350   894360   922561  1084587  9446069 13910669  1110883  8019916
  1031316  1055155   927277  5570199   896085   895295  6396492  1091383
  1133654  1031419  1093697  1055022   978129 10251182   969945  8177622
   879504  1112766  9527187  1054185  1051718   972191  6391517   825170
  1133556   829955]",0.6
527,668,"[  847677   847789   913785   923746  1005186  1012338  1016286  6919511
 12599601   830156   843756  5569471  6533608  8011291  9913338 15831255
   869868   914107  1024306  1056427  1063207  1077410  1082185  1112087
  1132343   847982  1020156  1028891 16809686]","[  878442   915064  1053016  5573394   917033   948953   848319  5707857
  1029743  1106523  5569230   916122   844179  1044078  1126899  1070820
  1127831   866211  1005186  8090521   878996  8090537  5569471  1004906
   854852   899624   986912   933835  1075368  6533765  1081177  6034857
  5585510   965267   834117   940947   983584 12810393   913210   874972
  5569845  5568378   999858   908318   985999   901062  1040807  1018740
  1110843   951412]",0.6
528,669,"[  916050   959652   998037  1047193  1099058   878234   903325   925514
   987650  1022872  1058997  1082185  1136033  7025106 15800707   820560
   833556   836393   854754   904148   925516   940839   951412   970747
  1018740  1094135  1096343  1105623  1119196  1124860  1126899  6391381
  9368337  9832628 10311767 10356686 12171765 12812261 13115950 15452179
 15452434]","[ 1112825   971474  1001333  1112405  1097635   909138 12301338  7024871
   943362   864893   922096  1028012  7024927  1138631  1096172  1117602
  9831557  1087081  6039994  1110857 12487356   869728  7025202  6632283
  1113651  1121694  9553382  7152319  1053016  1120928  1138596  8019845
  1010590   896085   988508   830935  1007512 13506200  9552971  1123254
  1118244  1107039   923654  1120508   906864  7410347   847186  1138682
   838867 13007264]",0.6
529,670,"[ 6534178   833025   848319   855356   867138   885406   898068   899115
   910207   913794   914190   956599   964813   981760   999730  1029743
  1030409  1053690  1057260  1107839  1114374  1137344  6533394  9858920
 12263857 12384953]","[13213202  1006664  1095964   866548   963339  1029688   927030  1034838
   878715   895680  1040416   948640   832526  1081627  1065538   890620
  1098284  8019916  1117219  9392700  1083856   839152  1021935 10282425
   907099  1048068  1060673   941532  1110031   915715   884103  6632283
  1071538   870929   869322   836645  1119112 13002864   981288  7410217
  1009368  9420082   891061  9832160  1037076  5569172   926523 12172071
   901061   858419]",0.6
530,671,"[15927858  6534178   827180   838602   855279   879152   879504   887691
   918733   935284   936634   949151   951590   967065   968057   973042
  1011884  1015875  1022003  1029743  1038217  1049535  1050229  1056509
  1064752  1083721  1118533  1127624  1135795  8090521   847434   918994
   957951  1003159  1026241  9485347  1136910]","[ 1014732   970152  7142552   822115   983959   934427  5567582   896974
  1038985  9935616  1055403  1104349   829563  1101010  1126392   871514
 10457518   966546   913278  1028995  1121321  9396705  8090546  1108168
   839152  7169090   991592  1024032 10456457   935993   845914  1095970
   999625  1057113   953561 13158992   889533  1119112   849274  7025202
   942654  5567702  1138682  1000493   854716 13007434   879504   991268
  1003254  5566307]",0.6
531,672,"[  847789   849843   860703   899624   987655  6391497  6464165  6533608
  6533681  6534030  7441301  9337142  9527417 12695850 15972314   981660
  5584808  5585639  5586076  5587133  5590287 15972474  1080414  1124729
   839243   843929   845208   873654   875694   878128   881964   906226
   909349   927191   933067   940980   948200   961554   962568   972931
   973916   976199   981760   983584   987218   994685   995242   995785
   996123  1005609  1013615  1016730  1031697  1040371  1066685  1081853
  1099510  1100972  1103902  1117690  6961848  9526430  9859183 10149303
 12171222 12649303 12949590 15972711 17104444 17105058 17169131 17179382
  8090532  8090537   966408   975606  1034499  1038217  1044068  8090513
  8119319  9367929  9368073  9368150 10144447 12302069]","[ 8069336   977927 12523928   847434  1060312  1029605  7142552  1095393
   917393  8090610  9796011   893362  1049922  1096743  9296957   933248
 13008459   904521   823530   851129  1023546  5590613  9655679   898363
   852080  9677748   894360  1134152  1139142   863885   891531  1138292
   969945  1084036   918345   981900   913278  5566716  1126808  1104027
  1107373  1139525   862535 13910296   911609  1017369   896666 12731299
  7443137  6944739]",0.6
532,673,[ 854261 1084694  925862],"[ 7169090   854133  9859017 13133916 12427353  1021715   887661   962991
   829349  6602697  1124818  5565925  1134810   825123  5563930   850676
  1048272  1054539  1008400  1121256  1001475   845677   971957   979987
  1015548   982112  1044724   821845   978906  1043787   962671  1050534
  1056492  1094833   909479  1131625   846986   873474  6548453   835278
  1006184   974766   899019  1112242  1001702  6552318  1130458   901666
   972143   921504]",0.6
533,674,"[  820165   826249   843346   854852   859075   878996   896613   920145
   962568   982283   995645   995785   996156  1025641  1025650  1027642
  1051402  1060269  1119546  1122112  1129315  9296804   824122   915390
  6463717  7441419  1027569  1048507  5979609  9194462 12949804   828106
   834117   840361   861279   981748  1044078  1107420  1127025  1136257
  7410170  7410216   947553  9337811   854354   863030   871061   883404
   889618   909894   928589   930118   947287   961772   963680   985119
   995242  1006187  1033062  1049897  1058930  1081177  1082185  1096958
  1119051 14110696 15831151 16729415  1071377]","[  874563  8014465   938165   978129   845894  1088683  6904666   995880
  6513713   899201  1012922   910673   837751   819308   919681  1118244
  7441210  1103105  1013167  1013928   934639   952972   947858 12384775
 12301405 12302069   917816   935317 10341855   883003   985605   838186
   999270   863447   823704   854405  1049788  1081177   844179   916122
  5707857  1029743  1106523  5569230  1044078  1126899  1070820  1127831]",0.6
534,675,"[  820551   833383   849520   867188   887618   998556  1022254  1121384
   819518  1047968  1106523  5592931  6533765  6534178   838010   867931
   871188   994928  1003600  1076875  1092026  1119667  1133018 16769473
   985055  1044078 12811580   822161   824546   842140   870547   886787
   907366   908213   910673   934948   940023   940700   943088   961313
   962187   977882   981760  1037863  1059902  1075337  1086504  1094955
  1096036  1139142  5995436  9707199 15716403]","[ 9676938  1139782  7409644  1056212  1117219  6391134  9297615 10356076
  7409663   979674  1075170  1053022   917406  9677670  1018818  6534333
  6552318  9526448  9655676   951954   895702  9187298   998519  1069003
  8293343  8203757  9446216 10285005   939789 12731544   936914   912301
  1041487  1049372  5566697   910207  1090784   850925  1086165   948298
  1139216   849018  1061402   949257  8203753  1058214  9835606  8290421
  1101422  1131607]",0.6
535,676,"[  826249   856772  1044078  1069522  1094955   830801   868953   914884
   937292  5585866  5979276  9221228  9526892 15927012  1053690 12731517
   823704   914190  1046689   862335   904521   957232   998373  1005609
  1060872  5566484  5568378  8011291   848878   940501   940731   946273
   951590  1022119  1033615  1051069  1070015  1097239  1099157  1102959
  1106523  8249550 13095132   855557   891423   987607  1015826  1071686
  6632301   830686   832678   834484   854405   907014   916190   926905
   965821   988116  1016800  1021486   849870   859010   939546   949616
   955801  1017369  1085604  5569327   844179   868735   923235   939323
   957063   960613   965210   985889  1033142  1071939  1080414  1088191
  1097458  1098066  1100658  1118627  1124729 10143885  1100164   838396
   871756   947798   959652   964490   981760   982955  1015974  1081177
  1089954  1095242  1105034  1108131  1128812  9571047 10204543   852014
   869728   894591   965766   986327  1066783  1068504  1108844  5592931
   820321   828106   861279   896757   911156   917033   971165  1070702
  1095227  1105623  1124077  1127885  1133072  5569230  9526839 13511452
   857503   898510   913278   962568  1001702  1038663  1074405  1089021
  5995423 17214971   863802  1107553  1139915  9858784  1049826  1071377
  1099190 10355376]","[  855202  9831557  1040511  1028938   927277   867138   963365  1118946
   864279  8090519  1047686   829349 12385624  9420354  6979545  7169090
  1034838  1075786  9419888  1100140  1038214   901397   891837   834399
   929768  9419769  1023196  6034780  7410217   933238  1138682  1112387
   834777   844155  1094174   888543  1129049  1037840  1080472  1101477
  1120275   969725  1138474  8020166   914577 12428017  1107039  1082212
   903800  1056492]",0.6
536,677,"[  824005   833025   946995   995478  1003600  7169121 13039652 13506119
 17330026]","[  893362  6552318  9296836 10306691   872826   913249  1031419   963542
  9553048   924864  6772833   879506  1132198  1010590   901776  1117824
   831728  1138024  1122928  9673969   862754   983623   879445   919681
   991223   957736  5707857  1029743  1106523  5569230   916122   844179
  1044078  1126899  1070820  1127831   866211  1005186  8090521   878996
  8090537  5569471  1004906   854852   899624   986912   933835  1075368
  6533765  1081177]",0.6
537,679,"[  839191   886370   932772   989365  1085256  8293560 10285141 10285144
 13671679 13671963 13672073 13910998 15597066 17105257 12582328   821730
   833465   845379   850795   858918   861341   866211   883932   884372
   893617   895097   912147   914346   951590   951976   965766   967395
   970243   973016   973861   987044   999714  1001656  1011640  1013132
  1022757  1029685  1031633  1040807  1049788  1051211  1070272  1082185
  1088393  1097239  1103376  1110218  1113285  1127258  1130915  1133018
  1137010  5569230  6533608  7025326  8090521  9245237  9878513 10121585
 10254381 10254584 12132315 12582395 13115675 13513170 13945157 15716719
 15831489 12487923   909086   921744  1071713 14025548  1013928  1014948
  1129934 17104598]","[ 6443350   880895   995276  6464147  1138631  9420354   964462  6391134
   887661 13213082   988277  1106271  1055403  6979518  1119634   923600
  1069039   922847   965530   871570  6514305  8090533   998239  9859017
   834932  1041229  5565447 10143784  9677466  1003649  1120928  1133654
  6423911 12731432   998519   951164  9655078  1028891   963542  9526846
   942475  9553065   822739  6463775  1053016   926884   996444   974766
  1096743  1109778]",0.6
538,680,"[  824311   826419   832442   834129   837270   841240   842474   844179
   853235   859427   860776   864312   864774   865330   867667   873627
   888178   888614   891028   892008   900586   908213   909894   917198
   918835   920626   930917   932464   938566   952781   960999   969419
   988572   995242   995785   999599  1003472  1022003  1028166  1033615
  1050229  1055772  1060193  1066783  1082770  1093030  1107289  1115576
  1133072  5568382  6034857  8181477  9796628   845109   847521   847789
   872021   893018   893851   912137   955587   961554   971949   985524
   995876  1023958  1029624  1039535  1048383  1048893  1054945  1070820
  1078011  1094955  1130015  1132478  5584007  5585639  5585727  5591154
  5995596  9832160 12301109 12385627 13008280 13008463 13213197 13512717
 14112089   862272 10198511 15715907  1111236]","[ 6391086  6391080   899682  1117249   951727   839485   829722  1061614
 10198511  7152319   981660  9655078  6464165   937413  5582712   841309
  6464147  1111722  1114483   865892   955275  1090676   906905   951834
   994065   835058   832492   882489  1076271  1045069  5591939  8181451
 10118257   818981   938319 12517450  9858847  1113274  1061203 13380863
   876669   985160 12326050  1038998 10342382   941515  1028747  5578547
   920900   953713]",0.6
539,681,"[ 1042616  1072917   850102   872066   882089   890695   967461   982360
  1102003  1134483  5568378  8019916  9677447 13115666 15716677 15926927
   856354   891440]","[  989144   890490 12811490  9297461  1053022   936792   834962  1057168
  1077497   930009   838571   870929  1007462   985605   983959   922096
   906844   928589  6463752  1044153   919535   949257   994223   963354
   977882  5565151  8181555   904521   880895  1069256  1102845  1047349
   962967   894360  8019916  1029313   870633 12384729   866488  1100140
  1092588  7144140  1050645   987122 10456152   972219  1081470  1019247
   852080  1089705]",0.6
540,684,[15831577 12604735 15926638 15926863 15926886],"[  961730  1046789  5590965   894360  1097363   999625   833940  8090546
 12263841  8019628 10198378  9677922  1016421  9396705   876232  1021225
   890955  7443137   892500   868888  9527417  1020770  9677454  1132789
   921167  1072693  7467024  9859017  8090550 13417139  1039464  1132948
  9837153  7169091  1030182  7152889  9837807  1031316   960110  1002787
  9655528   964342   901976  1085031  5567325  1043663  1008324   927028
   849066  1094744]",0.6
541,685,"[  895502   916122   948420  1015539  1098910  1133686  1134732 16809593
   827180   829491   864143   899624   940108   962568   991358  1031633
  1039840  1074738  6533608  9837094 12731660 15972239   834484  1097398
 12811532   913226   989069  6463808  6534077  9835509 13513210   828867
   840361   844179   848029   849843   855310   857503   865633   866211
   874998   883404   889618   891141   896617   897120   905986   919180
   924427   926210   927191   938700   945737   952972   962777   971380
   974818   976300   986760  1003818  1004705  1005186  1038217  1050310
  1070276  1080145  1090258  1101653  1130125  5569338  5586275  5588704
  6463451  6633224  6633273  6979005  8119129 12524190 15973289   830568
   847573   863447   936897  1056427  1061394  1071343  1077410  1087184
  1096794  1112087  9677874   929109 13842088]","[  970160   835796  1082141  1122928   963868  7168026   901666  1026118
  1008547  1024306   956689  1106523  1081177   899624  7024847  5707857
  1029743  5569230   916122   844179  1044078  1126899  1070820  1127831
   866211  1005186  8090521   878996  8090537  5569471  1004906   854852
   986912   933835  1075368  6533765  6034857  5585510   965267   834117
   940947   983584 12810393   913210   874972  5569845  5568378]",0.6
542,686,[  907625   995242  1017281  1033720  7154979  7441558  9526286 13190284],"[ 8358933  9419525  1105426   848471   882826  5590613 10344718  1041531
  5592610   927028  1084036  6039994  1055168   991465  1039627  1055403
   969945   843339  1024065  1105478  8014465   835300  7169090  1092264
  1040145  5592094  1011920   868909   939860  6904666 12524016   950030
  1117219   857176   935646   851287  1038692 10456467 12487356   952521
   825289   977559   820301  6463724   916143  1126207 12810422   840609
  1111986 12810436]",0.6
543,687,"[  833723   845705   871440   925626   964520   965766  1092502  1100379
  1106523  1120443  1137505  5995490  6514160  8090521  8090545 13115626
 13841744 13871358   916122   969980  5569349  6463658 12811532   829323
   843306   852182   857849   867188   902806   907631   930179   938190
   951590  1074271  1074524  1130323  1138467  6534544  6602440 12781680
 13115641 13876458 15831255   845675   865705   961447  1037965  1136719
  6534035 15716477   828557   919534   929668   968687   972037   974108
   982955  1029743  1037340  1088683  7168026  9446246 15596249   829315
   838118   871611   882595   949965   961269  1044078  1051211  1094955
  1139525 12810393 15506577  1021164  5978648   840601   859427  1077048
  1080841  1095100  1110697  1138487]","[ 1114811  1057168  1134006   926905  1078543   977559   889105  7147145
  1033372  1099164  6423911   853037   991268   949023  1016421   917532
  1028705   844282  1102207   886395  1072086  8069336  1058404  8019916
  1126808  1037840   999074   904812  1035207   991592   939097  1070898
   917772  1057113   918490   891837  9677748  1075979  1092937   846417
  1035676   896666  1043971 10285373   898342  8249513  9527327   941515
  1131438 15926844]",0.6
544,690,"[  849843  1007191  1082185 13190153  1037840 12352023   867188 10344971
  6551861   954363  1079913 12731685   828153   829456   835098   881964
   896913   961554  1029743  1099316   834631   908213   985911 10285141
 13777104 13940278 15597066 17208470   823990   834484   855672   860776
   878715   883404   896085   962568   969419   993804  1001148  1029551
  1037863  1069979  1084036  9221349 12171180 12384741 12428332   867387
   905539   914190  1110081  5568228  9837493  6533765  6534178   911409
  1090040 12172355 15596933  1035698  1113274 15972074   959328  1064550
  1088771]","[ 1059347  1053530  6632283  1057168  1003806  7166863  1117219   849066
 12384629   894360  1034956   835247   979505   963339  1134152  9859017
  5563693   919534   829621   839162  1016709  1061402   924165   937928
   834516   863632  1012801  1065380   921277   882434   935646   926422
  9834742   889551   967994  1075032 13008459   914577   943349  5567037
  8019977   895163  1068957   917532  1092835  1030182  1062572  7464370
   887661  1101175]",0.6
545,692,"[  833409   834484   847270   862349   894236   902167   999987  1004436
  1067443  1082185  1135834  1139651  9526100  9836526   824005   899257
   992139  1112441  1119051  6034857  8181451 13505839  6534178   861574
   878996  1014675  1019643  1055646  1062286  1076580 12946257 17214960
 17381676   922340   938283   939636   981888   995785  1022254  1033142
  1077283  1092669  1110793  1112073 15717069   838867   969945   972416
   984598   992529 14074456 16100688]","[  936117   820923  1106116   893830  1104649   847434  1109192   981165
   920626  1137387   917565  1025611 13115375   927030   819308 12782181
   862335 12132277   878128  1139853  1136486  1103691   944486  1110244
  1038663 13115501  1048237   894360   883202   957411   969568   910673
   999779  9832469  7166861  1121059  1131438  7168026   833724  1137344
   827919  1131488  9835223   846823   972143   887474  1068719  1051323
   902377  1068957]",0.6
546,693,"[  849202   877455   884063   918994   933210   958153  1018314  1029743
  1044188  1057102  1100096  1120256  1127716  9553047  9831882 12987835
 13511347]","[ 1104349  1027216  5572803  1076666  1131830  1117219   988736   920191
  1010051  6773188  6772883  1092588   988508  1009368   847066   824037
  5565453  1057168   847374   860703  1013389   882489   900586  1028938
   833598   918676   989411   906864  6979545  1108963   978294   842630
   844155   956672   950271  1036093  1087287   879876   899459   843929
  1020509 13381631  1098892   937413   955275  9419528   910473 13213240
   985889  9677939]",0.6
